street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Bến Phú Lâm,106.6428081,10.7522164,106.6387694,10.7522082,"10.7522164,106.6428081;10.7522427,106.6427291;10.7522396,106.6426593;10.7522243,106.6426191;10.7521933,106.642576;10.7521568,106.6425445;10.7521171,106.6425206;10.7520671,106.6424942;10.7520732,106.642215;10.7520776,106.6421304;10.7520914,106.6418642;10.7521146,106.6415257;10.7521319,106.6412382;10.7521631,106.6406656;10.7521737,106.640532;10.7521958,106.6403295;10.752243,106.6400466;10.7522976,106.6397916;10.752312,106.6397245;10.7523372,106.6396133;10.7523585,106.639484;10.7523664,106.6394346;10.7523682,106.6393919;10.7523679,106.6392931;10.7523651,106.6392241;10.752357,106.6391711;10.7523448,106.639125;10.7523211,106.6390606;10.7522974,106.6389962;10.7522684,106.6389346;10.7522394,106.6388568;10.7522082,106.6387694",,yes,tertiary
Đường Vĩnh Lộc,106.5797094,10.8139139,106.5811619,10.815012,"10.8139139,106.5797094;10.8145268,106.5805363;10.8145806,106.5806085;10.814692,106.580753;10.815012,106.5811619",,,secondary
Thới Hòa,106.5707788,10.8313151,106.5873596,10.8282726,"10.8313151,106.5707788;10.8312905,106.5715611;10.8312687,106.5725167;10.8312464,106.573096;10.8312437,106.5731977;10.8312425,106.5732407;10.8312413,106.5732867;10.8312308,106.5734476;10.8312305,106.5734519;10.8312229,106.573579;10.831186,106.5737158;10.8311439,106.5738741;10.8310462,106.5741174;10.8309313,106.5744036;10.8306748,106.5750424;10.830634,106.575148;10.8303219,106.5758426;10.8302169,106.5761121;10.8301858,106.5761919;10.8301602,106.5762576;10.8301205,106.5763983;10.8300695,106.5765654;10.8299745,106.5769155;10.8299614,106.5769915;10.8299339,106.5771131;10.8298369,106.5775425;10.8298147,106.5776437;10.8297573,106.5778759;10.8296074,106.5784817;10.8295618,106.5787555;10.829512,106.5790803;10.8294402,106.5794686;10.8293555,106.5799262;10.8293168,106.5801391;10.8292469,106.5805412;10.8292123,106.5808854;10.8291802,106.5812054;10.8291709,106.5813407;10.8291579,106.5815308;10.8291379,106.5817929;10.8291065,106.5822054;10.8291046,106.5822308;10.8291038,106.5825256;10.8290047,106.5832877;10.8289774,106.5836635;10.8289459,106.5840218;10.8288483,106.5846379;10.8288015,106.5849363;10.8287121,106.5853394;10.8286781,106.5855726;10.8286308,106.5857805;10.8284429,106.5865598;10.8282726,106.5873596",,,tertiary
Tạ Quang Bửu,106.6867292,10.745077,106.6821773,10.7425812,"10.745077,106.6867292;10.7447053,106.6860274;10.7446046,106.6858373;10.7442858,106.6852356;10.7440199,106.6847337;10.7438599,106.6844315;10.7437465,106.6842176;10.7435508,106.6838754;10.7434811,106.6837536;10.7433843,106.6835844;10.7432894,106.6834184;10.7432662,106.683378;10.743168,106.6832063;10.7429539,106.6828321;10.7428875,106.6827159;10.7427783,106.6825252;10.7427261,106.6824338;10.7425812,106.6821773",,,secondary
Nguyễn Đức Cảnh,106.7119615,10.7215195,106.7087098,10.7244884,"10.7215195,106.7119615;10.7215333,106.7118459;10.7215413,106.7117245;10.7215503,106.7115902;10.7215593,106.7115114;10.7215741,106.7114327;10.7215951,106.7113519;10.7216311,106.7112462;10.7216671,106.7111506;10.7217127,106.7110579;10.7217554,106.7109825;10.7218097,106.7109056;10.7218842,106.7108178;10.7219493,106.7107487;10.7221607,106.7105229;10.7222783,106.7103972;10.722778,106.7098518;10.7228363,106.7097882;10.7229063,106.7097131;10.7229135,106.7097053;10.7233754,106.7092105;10.7235899,106.7089866;10.7236263,106.7089556;10.7236418,106.7089424;10.7237054,106.7088944;10.7237729,106.7088528;10.723834,106.7088219;10.7239024,106.7087933;10.7239782,106.7087679;10.7240591,106.7087429;10.7241331,106.7087285;10.7242071,106.7087205;10.724294,106.7087153;10.7243707,106.7087135;10.7243937,106.7087128;10.7244884,106.7087098",,no,secondary
way_32576680,106.668211,10.7630706,106.6681022,10.763045,"10.7630706,106.668211;10.763045,106.6681022",,,primary_link
Phan Văn Hớn,106.5618894,10.8664807,106.5642431,10.865411,"10.8664807,106.5618894;10.8659362,106.5630589;10.865411,106.5642431",,,secondary
Hậu Giang,106.6615902,10.8080458,106.6645365,10.8077552,"10.8080458,106.6615902;10.8080366,106.6616837;10.807986,106.6621969;10.8079542,106.6625186;10.8079394,106.6626686;10.8079339,106.6627251;10.8079193,106.6628729;10.8078929,106.6631402;10.807847,106.6636055;10.807828,106.6637988;10.8077642,106.6644454;10.8077552,106.6645365",50,,tertiary
Đường Trương Phước Phan,106.6115482,10.7580951,106.6118819,10.7616163,"10.7580951,106.6115482;10.7581603,106.6115331;10.7582634,106.6115212;10.7589029,106.6115334;10.759391,106.6115633;10.75976,106.6115967;10.7598878,106.6116133;10.7602648,106.6116941;10.7604144,106.6117132;10.7606903,106.611763;10.7609075,106.6117917;10.7610801,106.6118151;10.7611672,106.6118296;10.7616163,106.6118819",,yes,tertiary
Phan Chu Trinh,106.7006671,10.8169997,106.7009214,10.8123607,"10.8169997,106.7006671;10.8168348,106.7006761;10.8162378,106.7007089;10.8160435,106.7007195;10.8155925,106.7007442;10.8154568,106.7007517;10.8153609,106.7007569;10.8152048,106.7007655;10.8145967,106.7007988;10.8145092,106.7008036;10.8144529,106.7008067;10.8142758,106.7008164;10.8142531,106.7008177;10.8139057,106.7008367;10.813698,106.7008481;10.8135628,106.7008555;10.8134799,106.70086;10.8124933,106.7009141;10.8123607,106.7009214",,yes,tertiary
Đại Lộ 3,106.7753819,10.8136352,106.7712759,10.812786,"10.8136352,106.7753819;10.8135249,106.7750689;10.813355,106.7745446;10.8132954,106.7743733;10.8132311,106.774165;10.8131669,106.7739562;10.8130091,106.7733723;10.8129624,106.7731069;10.8129453,106.7730023;10.8129217,106.7728488;10.8128439,106.772231;10.8128003,106.7718844;10.8127912,106.7715311;10.812786,106.7712759",,yes,tertiary
Dương Thị Mười,106.6309447,10.8600823,106.6377527,10.8719164,"10.8600823,106.6309447;10.8602721,106.631108;10.8604146,106.6312306;10.8609076,106.6316839;10.8610526,106.6318129;10.8610919,106.6318552;10.8616267,106.632165;10.8624189,106.6326971;10.86311,106.633114;10.8633198,106.6332526;10.8633532,106.6332746;10.8635804,106.6334247;10.8639346,106.6336408;10.8639516,106.6336542;10.864445,106.6339289;10.864611,106.6340332;10.8648676,106.6341845;10.8651225,106.6343323;10.8652463,106.6344041;10.8653398,106.6344589;10.8655556,106.6345613;10.8656177,106.6345932;10.8657595,106.6346569;10.8657944,106.6346715;10.8660184,106.6347556;10.8660676,106.634778;10.8661759,106.634822;10.8665225,106.6349935;10.8669148,106.6351793;10.8672552,106.635333;10.8676531,106.6355204;10.8677431,106.6355614;10.8680291,106.635709;10.8681105,106.6357454;10.8683893,106.6358871;10.8684918,106.6359338;10.8693306,106.6363022;10.8698311,106.6365351;10.8699271,106.6365745;10.8701673,106.6366937;10.870347,106.6368003;10.8704358,106.6368463;10.8705085,106.6368897;10.8709886,106.6371679;10.8711534,106.6372597;10.8719164,106.6377527",,,tertiary
Bà Thiên,106.5095061,11.0601393,106.49676,11.0509192,"11.0601393,106.5095061;11.058494,106.5064176;11.0582628,106.5059836;11.0582011,106.5058787;11.0581341,106.5057772;11.0580635,106.5056814;11.0579882,106.5055895;11.0579084,106.5055016;11.057123,106.5046509;11.0559719,106.5034041;11.055213,106.5025821;11.0546649,106.5019884;11.0543245,106.5016197;11.0526251,106.4997791;11.0525724,106.4997218;11.0525114,106.4996432;11.052475,106.4995904;11.0524316,106.4995162;11.0519328,106.498615;11.0510285,106.4969098;11.0509938,106.4968503;11.0509585,106.4968034;11.0509192,106.49676",,,tertiary
Bà Thiên,106.5095061,11.0601393,106.5208286,11.0710119,"11.0601393,106.5095061;11.0601885,106.5094818;11.0602395,106.5094618;11.060292,106.5094464;11.0608382,106.5092958;11.0608728,106.509291;11.0609078,106.5092918;11.0609422,106.5092982;11.0609812,106.509313;11.0610167,106.5093351;11.0610476,106.5093636;11.061094,106.5094128;11.0611362,106.5094658;11.0613024,106.5097025;11.0613558,106.5097785;11.0620551,106.5107741;11.0625309,106.5114051;11.0626248,106.511527;11.062723,106.5116452;11.0628414,106.5117766;11.0629652,106.5119027;11.0630942,106.5120234;11.064415,106.5131801;11.0645209,106.5132758;11.0646249,106.5133739;11.0647647,106.5135124;11.0649005,106.513655;11.0650246,106.5137936;11.0653667,106.5141785;11.0656805,106.5145126;11.066413,106.5153173;11.0665539,106.5154574;11.0666797,106.5156283;11.0672237,106.5164131;11.0674561,106.5168058;11.0678173,106.5173304;11.068439,106.518116;11.0688183,106.5185545;11.0690853,106.5188887;11.0693371,106.5190771;11.0698042,106.5195432;11.070366,106.5200886;11.0707227,106.5204518;11.0708319,106.5205407;11.0709109,106.5206373;11.0710119,106.5208286",,,tertiary
Đường Tân Thành,106.6537717,10.7556828,106.6583406,10.7564298,"10.7556828,106.6537717;10.7556982,106.6538659;10.7558279,106.6546593;10.7558421,106.6547457;10.7558559,106.6548303;10.7559005,106.6551034;10.7559156,106.6551954;10.755942,106.6553572;10.7560221,106.6558471;10.7560573,106.6560624;10.7561605,106.6566937;10.7562398,106.6571783;10.7563247,106.6576977;10.756411,106.6582253;10.7564298,106.6583406",,,tertiary
Nguyễn Văn Khạ,106.4860012,10.9690186,106.4858614,10.9686362,"10.9690186,106.4860012;10.9687565,106.4859191;10.9686362,106.4858614",,yes,tertiary
Nguyễn Văn Khạ,106.5650288,11.028193,106.5155911,11.0073127,"11.028193,106.5650288;11.0284533,106.5644631;11.0291431,106.563184;11.0292781,106.5629659;11.0296033,106.5623939;11.0298958,106.5618098;11.0299189,106.5617769;11.0300984,106.5614282;11.0303723,106.560896;11.0302651,106.5606774;11.0300295,106.560197;11.0295354,106.5592395;11.0289672,106.5581881;11.0288938,106.5580488;11.0283823,106.5570779;11.0282285,106.5567891;11.0273142,106.5550719;11.0263533,106.5532756;11.0262202,106.5530267;11.0260702,106.5527464;11.0256343,106.5519227;11.0251358,106.5509844;11.0241834,106.5491919;11.0236056,106.5480776;11.0229875,106.5469017;11.0224794,106.545935;11.0224517,106.5458833;11.0215965,106.5443154;11.0213088,106.543753;11.0201721,106.5415802;11.0201433,106.5415253;11.0189669,106.5392793;11.0189258,106.5391972;11.0179453,106.5372405;11.0179184,106.5371862;11.0168357,106.5350009;11.0168184,106.5349656;11.0157054,106.5326883;11.0146435,106.5305144;11.013597,106.5283453;11.0135415,106.5282333;11.0131463,106.5274354;11.0127867,106.5266616;11.0125025,106.52605;11.012376,106.5257777;11.0116028,106.5241212;11.0112127,106.5232615;11.0104396,106.5215224;11.0100473,106.520652;11.0100387,106.5206319;11.0096799,106.5197958;11.0082498,106.5166953;11.0082121,106.516622;11.0080221,106.5162523;11.0078576,106.5160561;11.0076077,106.5158365;11.0073127,106.5155911",,,tertiary
Nguyễn Văn Siêu,106.4855865,10.6413666,106.4922358,10.6429979,"10.6413666,106.4855865;10.6413876,106.4856391;10.641416,106.4857079;10.6414682,106.4859184;10.6415486,106.4862607;10.6420292,106.4882702;10.6420426,106.4883265;10.6420808,106.488483;10.6428241,106.4915248;10.642899,106.4918311;10.6429721,106.4921304;10.6429979,106.4922358",,,secondary
Đường Phú Giáo,106.6525879,10.7515822,106.6530168,10.7534712,"10.7515822,106.6525879;10.752161,106.6527272;10.7526338,106.6528409;10.7527398,106.6528665;10.7528481,106.6528925;10.7533427,106.6530116;10.7533744,106.653018;10.7534065,106.6530204;10.7534383,106.6530189;10.7534712,106.6530168",,yes,tertiary
Quốc Hương,106.7328496,10.8000649,106.73257,10.8003398,"10.8000649,106.7328496;10.8001069,106.7327748;10.8001345,106.7327344;10.8002182,106.73266;10.8003398,106.73257",50,yes,trunk_link
Song Hành Võ Nguyên Giáp,106.7326295,10.8007714,106.7296649,10.8005597,"10.8007714,106.7326295;10.800772,106.7326053;10.8007728,106.7324624;10.8006388,106.7305776;10.8005597,106.7296649",60,yes,secondary
Đường Thích Quảng Đức,106.6801297,10.8070376,106.6793149,10.8077879,"10.8070376,106.6801297;10.8070609,106.6800908;10.8070763,106.6800653;10.8070963,106.680032;10.8071439,106.6799471;10.8073246,106.6796983;10.8074249,106.6795866;10.8075101,106.6795232;10.8076289,106.6794288;10.8077094,106.6793747;10.8077879,106.6793149",,,tertiary
Nguyễn Cửu Phú,106.5851314,10.7488443,106.5816822,10.7356504,"10.7488443,106.5851314;10.7487087,106.5851242;10.7482353,106.5850849;10.7481128,106.5850664;10.7479747,106.5850368;10.7477225,106.5849807;10.7475572,106.5849414;10.7475309,106.5849358;10.7473461,106.5848962;10.7471235,106.5848311;10.7468649,106.5847555;10.7467129,106.584711;10.7466336,106.5846896;10.7462112,106.5845755;10.7455887,106.5844075;10.7445253,106.5841076;10.7439343,106.5839444;10.7438498,106.5839214;10.7431261,106.5837243;10.7429713,106.5836821;10.7426618,106.5835981;10.74252,106.5835596;10.742318,106.5834978;10.741106,106.5831649;10.7401068,106.5829264;10.7398539,106.5828721;10.7397722,106.5828448;10.7396163,106.5827848;10.7393905,106.5827037;10.7393623,106.582696;10.7390345,106.5826061;10.7388061,106.5825468;10.738055,106.5823348;10.7377588,106.5822512;10.7371227,106.5820716;10.7370355,106.582047;10.7366523,106.5819461;10.735822,106.5817274;10.7356504,106.5816822",,,secondary
Trương Thị Hoa,106.649003,10.8619129,106.6358871,10.8683893,"10.8619129,106.649003;10.8620356,106.6488643;10.862249,106.6485773;10.8623621,106.6484037;10.8625588,106.6481304;10.8626798,106.6479412;10.8627791,106.6477806;10.8628526,106.6476332;10.8629089,106.6475085;10.8629677,106.647378;10.863114,106.6470613;10.8631581,106.6469733;10.8632263,106.646837;10.8633106,106.6467006;10.8634196,106.6465553;10.8634587,106.6465033;10.863518,106.6464234;10.8635934,106.6463141;10.8639577,106.6457959;10.8640859,106.6456059;10.8641482,106.6455137;10.864312,106.6452736;10.8643296,106.6452479;10.8644906,106.6450216;10.8647458,106.6447175;10.8648088,106.6446284;10.8649072,106.6444895;10.865071,106.644263;10.8652649,106.6439947;10.8655172,106.6436608;10.8655703,106.6435891;10.8657797,106.6433063;10.8658714,106.6431809;10.8659283,106.6431056;10.8661166,106.6428241;10.866184,106.6427235;10.866255,106.6426174;10.8663887,106.6424177;10.8666443,106.6420828;10.8668435,106.6418521;10.8670337,106.6416041;10.8671241,106.6414689;10.8671757,106.6413981;10.8674097,106.6410327;10.8675238,106.6408547;10.8676291,106.6406904;10.8677865,106.6404326;10.8678015,106.640408;10.8678771,106.6402978;10.8682553,106.6397735;10.8684682,106.6394908;10.8686119,106.6393;10.8687274,106.6391072;10.86878,106.6389838;10.868779,106.6389087;10.8686511,106.6383932;10.8686191,106.638264;10.8685267,106.6378916;10.8685143,106.6377906;10.8684687,106.6373991;10.8684519,106.6372806;10.8684381,106.6370016;10.8684102,106.6367494;10.8683893,106.6358871",,,tertiary
Đường Thới Tam Thôn 17,106.6215356,10.8735069,106.6158219,10.8771105,"10.8735069,106.6215356;10.8738569,106.6211459;10.8740751,106.6209029;10.8741993,106.6207646;10.8742276,106.6207331;10.8743594,106.6204665;10.8744292,106.6201074;10.8744518,106.6199066;10.8744753,106.6196973;10.8745051,106.6194317;10.8745322,106.6191904;10.8746086,106.6190024;10.8749671,106.6186034;10.8749863,106.6185751;10.8751852,106.6182819;10.8753963,106.618021;10.87548,106.6179175;10.8756464,106.6177117;10.875887,106.6174061;10.8759568,106.617322;10.8761728,106.6170509;10.8762927,106.616902;10.876879,106.616174;10.8771105,106.6158219",,,tertiary
Tam Bình,106.7284891,10.8450502,106.7343846,10.8547733,"10.8450502,106.7284891;10.8454389,106.7285968;10.8455495,106.7286274;10.8457486,106.7286826;10.8459347,106.7287342;10.8461105,106.7287743;10.8462864,106.7288115;10.8465914,106.7288714;10.8468944,106.7289325;10.8469839,106.7289417;10.8471282,106.728977;10.8472493,106.7289983;10.8475318,106.7290435;10.847766,106.7290714;10.8480267,106.7290888;10.8483314,106.7291248;10.8485144,106.7291288;10.8492677,106.7292145;10.8494797,106.7292386;10.8499735,106.7293194;10.8501006,106.7293439;10.8503812,106.7294043;10.8506157,106.7294575;10.8506689,106.7294695;10.8511589,106.7295839;10.8512168,106.7295894;10.851496,106.7296627;10.8516727,106.7297088;10.8520963,106.729824;10.8521891,106.7298493;10.8522541,106.7298645;10.8524034,106.7299144;10.8525073,106.7299492;10.85284,106.7301209;10.8530013,106.7302039;10.8530832,106.7302763;10.8531321,106.7303573;10.8532263,106.7305645;10.853636,106.7313874;10.8539125,106.7319426;10.8539493,106.7320165;10.8540124,106.7321395;10.8540654,106.7322674;10.8541434,106.7324862;10.854252,106.7327536;10.8543356,106.7329975;10.8543545,106.7330526;10.8544538,106.7334759;10.8545357,106.7338252;10.8546218,106.7340918;10.8547733,106.7343846",,,secondary
Đường Vĩnh Lộc,106.577607,10.8125448,106.5762147,10.8116523,"10.8125448,106.577607;10.812218,106.5771089;10.8121847,106.5770568;10.8118736,106.5765699;10.8116523,106.5762147",,,secondary
Đặng Văn Bi,106.7594927,10.8483814,106.7626397,10.8435251,"10.8483814,106.7594927;10.8481136,106.7597709;10.8479903,106.7598713;10.8477427,106.7600904;10.8474894,106.7603209;10.8473099,106.7604761;10.8471792,106.7605932;10.8470731,106.7606812;10.8470511,106.7606994;10.8467675,106.7609349;10.8464391,106.7611577;10.8460567,106.7613529;10.8457678,106.7614455;10.84558,106.7614861;10.8455406,106.7614935;10.8454628,106.7615208;10.8452851,106.7615684;10.8449764,106.761686;10.8447022,106.7618557;10.8442998,106.7621449;10.8442467,106.7621823;10.8439577,106.7623675;10.8438196,106.7624558;10.8435251,106.7626397",50,,secondary
Tỉnh lộ 15,106.5196006,11.0727535,106.5631791,11.0135818,"11.0727535,106.5196006;11.0720944,106.5198826;11.0718401,106.5200043;11.0717118,106.5201038;11.0716293,106.5201513;11.0715421,106.5202355;11.0711748,106.5206201;11.0710119,106.5208286;11.0706644,106.5213659;11.0699372,106.5222554;11.0692696,106.5230651;11.0670496,106.525682;11.0667315,106.5260594;11.066453,106.5263979;11.0660203,106.5267586;11.0654141,106.5271416;11.0646544,106.5276258;11.064563,106.5276841;11.0645063,106.5277207;11.0642297,106.527899;11.0641348,106.5279602;11.063369,106.5284538;11.0630049,106.528657;11.0628468,106.5287402;11.0624608,106.5289277;11.0619711,106.5291514;11.0605185,106.5298282;11.0602676,106.5299451;11.0600152,106.5300706;11.0568254,106.531598;11.0559575,106.5320109;11.0553291,106.5323612;11.0549474,106.5326853;11.0543898,106.5333759;11.0536882,106.5345088;11.053048,106.5356762;11.0524798,106.5368154;11.0523412,106.5370934;11.0520206,106.5376802;11.0519796,106.5377553;11.0510922,106.5392274;11.050536,106.5400496;11.050056,106.5408135;11.0490493,106.5423613;11.0488775,106.5426044;11.046587,106.5459648;11.046328,106.5464597;11.0460982,106.5468177;11.0456444,106.5474997;11.0454656,106.5478305;11.0451267,106.5483729;11.0448477,106.5488194;11.0448144,106.5488884;11.0445776,106.5492517;11.0442203,106.5497917;11.0441997,106.5498229;11.0440695,106.5500197;11.0437633,106.5504825;11.0432122,106.5512642;11.0431303,106.551378;11.0430267,106.5515263;11.0422838,106.5525663;11.0418738,106.5531897;11.0413933,106.5538769;11.0410914,106.5542541;11.040334,106.5553152;11.0401938,106.5555088;11.0398748,106.5559672;11.0398614,106.5559738;11.039817,106.5560377;11.039237,106.5568728;11.0389116,106.5573282;11.038899,106.5573455;11.0379171,106.5586917;11.0378715,106.558772;11.037345,106.5595179;11.036993,106.5599633;11.0366806,106.5604215;11.0362965,106.5608029;11.0360007,106.561032;11.0358318,106.5612384;11.0357459,106.5613476;11.0356051,106.5615577;11.0354593,106.5618322;11.0354215,106.5619473;11.0354003,106.5620784;11.0354012,106.5622463;11.0354936,106.5627605;11.035616,106.5635936;11.0356344,106.563881;11.0356271,106.564075;11.0356256,106.5641137;11.0356038,106.5643277;11.0355117,106.5646078;11.0354401,106.5647537;11.0354032,106.5647916;11.0353598,106.5648166;11.0352522,106.5648876;11.0348814,106.5649845;11.0347123,106.5650366;11.0345676,106.5650946;11.0344573,106.5651675;11.0342227,106.5654182;11.0341795,106.5654643;11.0336282,106.565995;11.0334888,106.5660601;11.0333062,106.5661249;11.0331252,106.5661108;11.0329797,106.5660444;11.0328265,106.5659409;11.0326034,106.5657871;11.0322644,106.565503;11.0321022,106.565409;11.0320469,106.565377;11.0319214,106.5653376;11.0318099,106.5653212;11.0317695,106.5653153;11.0312888,106.5652663;11.0311746,106.5652771;11.0310068,106.5652725;11.0303887,106.5652531;11.0291845,106.5651301;11.0290088,106.5651122;11.028193,106.5650288;11.0274893,106.5649205;11.027128,106.5648794;11.0266395,106.5648239;11.0263157,106.5647871;11.0259194,106.5647595;11.0257229,106.5647387;11.0249047,106.5646521;11.0245705,106.5646167;11.0242642,106.5645676;11.0241377,106.5645436;11.0239586,106.5645058;11.0234786,106.5643586;11.0222301,106.5640639;11.0213311,106.5638457;11.0208996,106.563737;11.0206269,106.5636902;11.0203983,106.5636795;11.0194842,106.5636243;11.0192597,106.5636085;11.0186202,106.5635518;11.0182797,106.5635216;11.0178025,106.5634984;11.0173265,106.5634752;11.0171902,106.5634675;11.0171259,106.5634638;11.0168322,106.5634392;11.0163634,106.5634011;11.0162284,106.5633702;11.0159088,106.5632971;11.0158443,106.5632815;11.0151164,106.5631056;11.0148298,106.5630645;11.0146321,106.5630596;11.0135818,106.5631791",,,secondary
